tick_index,D_value,phase_label
873,0.19849839303019098,ORDER
874,0.4161323027020799,ORDER
875,0.20697985069958957,ORDER
876,0.2900337825801963,ORDER
877,0.3349593344174371,ORDER
878,0.4693870919238397,ORDER
879,0.3018805601347798,ORDER
880,0.35767769633179075,ORDER
881,0.1739936748365197,ORDER
882,0.21334002734692845,ORDER
883,0.2044189958136213,ORDER
884,0.18036595684174617,ORDER
885,0.4505733706316035,ORDER
886,0.3854871846577455,ORDER
887,0.30777660679456875,ORDER
888,0.2749027959665598,ORDER
889,0.4315240606325117,ORDER
890,0.3535116641345989,ORDER
891,0.4629265999239023,ORDER
892,0.2135258167905656,ORDER
893,0.3913112238361888,ORDER
894,0.19171199875982098,ORDER
895,0.4216053447928025,ORDER
896,0.44032813953078315,ORDER
897,0.19752131771997372,ORDER
898,0.1823348920028248,ORDER
899,0.22442505318821865,ORDER
900,0.19866711777964494,ORDER
901,0.2839188058574625,ORDER
902,0.1899394067305806,ORDER
903,0.2958364077658852,ORDER
904,0.2441419997833506,ORDER
905,0.24199976968587017,ORDER
906,0.31003085930200175,ORDER
907,0.30521819905661646,ORDER
908,0.20402686262841746,ORDER
909,0.20392657111565607,ORDER
910,0.21388363264256935,ORDER
911,0.1899875994080908,ORDER
912,0.22365982823589683,ORDER
913,0.18384300435589418,ORDER
914,0.3793750092362494,ORDER
915,0.3996220692916951,ORDER
916,0.5095757547671408,ORDER
917,0.1873907038453158,ORDER
918,0.18573334749345904,ORDER
919,0.47262574461928036,ORDER
920,0.19500916266271595,ORDER
921,0.49073305020778774,ORDER
922,0.3074878344327888,ORDER
923,0.2644019625968402,ORDER
924,0.31441471760084544,ORDER
925,0.18562418321075502,ORDER
926,0.21166594270926747,ORDER
927,0.22426902335756554,ORDER
928,0.5006919913379149,ORDER
929,0.20795859978611841,ORDER
930,0.2317481580568774,ORDER
931,0.4113784815401855,ORDER
932,0.24753888890587855,ORDER
933,0.20268357277956953,ORDER
934,0.2276338259101968,ORDER
935,0.4180449885171487,ORDER
936,0.2244370153602114,ORDER
937,0.21886403675858995,ORDER
938,0.36504706638967904,ORDER
939,0.281844477504017,ORDER
940,0.2308756677739742,ORDER
941,0.18367570117348672,ORDER
942,0.5073065331241292,ORDER
943,0.22060326313159037,ORDER
944,0.2922741146746625,ORDER
945,0.3902194552205868,ORDER
946,0.20189327175328134,ORDER
947,0.21205774164430216,ORDER
948,0.23340893497098922,ORDER
949,0.3802615054378262,ORDER
950,0.4658251996770378,ORDER
951,0.5091984979135051,ORDER
952,0.23206090972766005,ORDER
953,0.28216741074785606,ORDER
954,0.20071827227942104,ORDER
955,0.4183993316607868,ORDER
956,0.18766527438214686,ORDER
957,0.18962096783841806,ORDER
958,0.4327081530168443,ORDER
959,0.21745228320327684,ORDER
960,0.31390120154274287,ORDER
961,0.38572896345717056,ORDER
962,0.38743142302689554,ORDER
963,0.2784300969021312,ORDER
964,0.40351028556401913,ORDER
965,0.3980112721319356,ORDER
966,0.4101371759647239,ORDER
967,0.2699189077193438,ORDER
968,0.2737874570199462,ORDER
969,0.20360434213597786,ORDER
970,0.24572878874107465,ORDER
971,0.21767343708038936,ORDER
972,0.1917728252281045,ORDER
973,0.40456198801336624,ORDER
974,0.19128624238152817,ORDER
975,0.22616751793549109,ORDER
976,0.1904216692789166,ORDER
977,0.5060541369334902,ORDER
978,0.3184043489494464,ORDER
979,0.18882829470205167,ORDER
980,0.3531042699124606,ORDER
981,0.32402325353683253,ORDER
982,0.19557165665386042,ORDER
983,0.39517723503434166,ORDER
984,0.19059485517894448,ORDER
985,0.2563428369815642,ORDER
986,0.38039681798989666,ORDER
987,0.19322013360672402,ORDER
988,0.1878674249464608,ORDER
989,0.33859055708395974,ORDER
990,0.18241765478047514,ORDER
991,0.4552557448577363,ORDER
992,0.19229847818994078,ORDER
993,0.3526742858702283,ORDER
994,0.44800234227583574,ORDER
995,0.3349365537175717,ORDER
996,0.3844179503513208,ORDER
997,0.42900142228292554,ORDER
998,0.4131535693803131,ORDER
999,0.23208909085083174,ORDER
